
x		y		z		Real x		Real y		hex
160		1		143		0		0		0xffffff
161		1		172		0		0		0xffffff
162		1		165		0		0		0xffffff
163		1		161		0		0		0xffffff
164		1		153		0		0		0xffffff
165		1		157		0		0		0xffffff
166		1		148		0		0		0xffffff
167		1		169		0		0		0xffffff
168		1		160		0		0		0xffffff
169		1		171		0		0		0xffffff
170		1		148		0		0		0xffffff
171		1		176		0		0		0xffffff
172		1		174		0		0		0xffffff
173		1		182		0		0		0xffffff
174		1		171		0		0		0xffffff
175		1		167		0		0		0xffffff
176		1		187		0		0		0xffffff
177		1		187		0		0		0xffffff
178		1		164		0		0		0xffffff
179		1		166		0		0		0xffffff
180		1		174		0		0		0xffffff
181		1		171		0		0		0xffffff
182		1		163		0		0		0xffffff
183		1		168		0		0		0xffffff
184		1		179		0		0		0xffffff
185		1		174		0		0		0xffffff
186		1		163		0		0		0xffffff
187		1		176		0		0		0xffffff
188		1		168		0		0		0xffffff
189		1		175		0		0		0xffffff
190		1		184		0		0		0xffffff
191		1		182		0		0		0xffffff
192		1		160		0		0		0xffffff
193		1		169		0		0		0xffffff
194		1		183		0		0		0xffffff
195		1		206		0		0		0xffffff
196		1		193		0		0		0xffffff
197		1		170		0		0		0xffffff
198		1		196		0		0		0xffffff
199		1		202		0		0		0xffffff
0		2		0		0		0		0xff0000
1		2		0		0		0		0xff0000
2		2		1		0		0		0xff0000
3		2		2		0		0		0xff0000
4		2		2		0		0		0xff0000
5		2		1		0		0		0xff0000
6		2		3		0		0		0xff0000
7		2		1		0		0		0xff0000
8		2		8		0		0		0xff0000
9		2		12		0		0		0xff0000
10		2		10		0		0		0xff0000
11		2		11		0		0		0xff0000
12		2		12		0		0		0xff0000
13		2		15		0		0		0xff0000
14		2		13		0		0		0xff0000
15		2		10		0		0		0xff0000
16		2		10		0		0		0xff0000
17		2		16		0		0		0xff0000
18		2		17		0		0		0xff0000
19		2		19		0		0		0xff0000
20		2		19		0		0		0xff0000
21		2		22		0		0		0xff0000
22		2		17		0		0		0xff0000
23		2		21		0		0		0xff0000
24		2		18		0		0		0xff0000
25		2		19		0		0		0xff0000
26		2		23		0		0		0xff0000
27		2		25		0		0		0xff0000
28		2		27		0		0		0xff0000
29		2		34		0		0		0xff0000
30		2		32		0		0		0xff0000
31		2		29		0		0		0xff0000
32		2		32		0		0		0xff0000
33		2		29		0		0		0xff0000
34		2		32		0		0		0xff0000
35		2		36		0		0		0xff0000
36		2		41		0		0		0x802020
37		2		55		0		0		0x802020
38		2		56		0		0		0x802020
39		2		48		0		0		0x802020
40		2		52		0		0		0x802020
41		2		54		0		0		0x802020
42		2		53		0		0		0x802020
43		2		67		0		0		0x802020
44		2		62		0		0		0x802020
45		2		57		0		0		0x802020
46		2		52		0		0		0x802020
47		2		51		0		0		0x802020
48		2		62		0		0		0x802020
49		2		56		0		0		0x802020
50		2		56		0		0		0x802020
51		2		54		0		0		0x802020
52		2		46		0		0		0x802020
53		2		45		0		0		0x802020
54		2		41		0		0		0x802020
55		2		53		0		0		0x802020
56		2		43		0		0		0x802020
57		2		36		0		0		0xff0000
58		2		42		0		0		0x802020
59		2		33		0		0		0xff0000
60		2		42		0		0		0x802020
61		2		45		0		0		0x802020
62		2		53		0		0		0x802020
63		2		61		0		0		0x802020
64		2		70		0		0		0xffffff
65		2		72		0		0		0xffffff
66		2		59		0		0		0x802020
67		2		45		0		0		0x802020
68		2		58		0		0		0x802020
69		2		48		0		0		0x802020
70		2		53		0		0		0x802020
71		2		56		0		0		0x802020
72		2		86		0		0		0xffffff
73		2		82		0		0		0xffffff
74		2		71		0		0		0xffffff
75		2		96		0		0		0xffffff
76		2		81		0		0		0xffffff
77		2		90		0		0		0xffffff
78		2		90		0		0		0xffffff
79		2		82		0		0		0xffffff
80		2		94		0		0		0xffffff
81		2		79		0		0		0xffffff
82		2		93		0		0		0xffffff
83		2		84		0		0		0xffffff
84		2		82		0		0		0xffffff
85		2		106		0		0		0xffffff
86		2		99		0		0		0xffffff
87		2		83		0		0		0xffffff
88		2		111		0		0		0xffffff
89		2		116		0		0		0xffffff
90		2		100		0		0		0xffffff
91		2		88		0		0		0xffffff
92		2		91		0		0		0xffffff
93		2		104		0		0		0xffffff
94		2		83		0		0		0xffffff
95		2		122		0		0		0xffffff
96		2		131		0		0		0xffffff
97		2		90		0		0		0xffffff
98		2		79		0		0		0xffffff
99		2		68		0		0		0x802020
100		2		68		0		0		0x802020
101		2		97		0		0		0xffffff
102		2		96		0		0		0xffffff
103		2		120		0		0		0xffffff
104		2		124		0		0		0xffffff
105		2		140		0		0		0xffffff
106		2		104		0		0		0xffffff
107		2		102		0		0		0xffffff
108		2		133		0		0		0xffffff
109		2		142		0		0		0xffffff
110		2		125		0		0		0xffffff
111		2		115		0		0		0xffffff
112		2		81		0		0		0xffffff
113		2		79		0		0		0xffffff
114		2		114		0		0		0xffffff
115		2		92		0		0		0xffffff
116		2		127		0		0		0xffffff
117		2		121		0		0		0xffffff
118		2		102		0		0		0xffffff
119		2		80		0		0		0xffffff
120		2		87		0		0		0xffffff
121		2		91		0		0		0xffffff
122		2		92		0		0		0xffffff
123		2		124		0		0		0xffffff
124		2		135		0		0		0xffffff
125		2		137		0		0		0xffffff
126		2		124		0		0		0xffffff
127		2		129		0		0		0xffffff
128		2		129		0		0		0xffffff
129		2		98		0		0		0xffffff
130		2		119		0		0		0xffffff
131		2		120		0		0		0xffffff
132		2		121		0		0		0xffffff
133		2		134		0		0		0xffffff
134		2		125		0		0		0xffffff
135		2		119		0		0		0xffffff
136		2		117		0		0		0xffffff
137		2		151		0		0		0xffffff
138		2		183		0		0		0xffffff
139		2		195		0		0		0xffffff
140		2		172		0		0		0xffffff
141		2		151		0		0		0xffffff
142		2		149		0		0		0xffffff
143		2		102		0		0		0xffffff
144		2		122		0		0		0xffffff
145		2		124		0		0		0xffffff
146		2		160		0		0		0xffffff
147		2		161		0		0		0xffffff
148		2		164		0		0		0xffffff
149		2		187		0		0		0xffffff
150		2		181		0		0		0xffffff
151		2		163		0		0		0xffffff
152		2		160		0		0		0xffffff
153		2		134		0		0		0xffffff
154		2		115		0		0		0xffffff
155		2		97		0		0		0xffffff
156		2		98		0		0		0xffffff
157		2		98		0		0		0xffffff
158		2		108		0		0		0xffffff
159		2		145		0		0		0xffffff
160		2		165		0		0		0xffffff
161		2		168		0		0		0xffffff
162		2		131		0		0		0xffffff
163		2		141		0		0		0xffffff
164		2		167		0		0		0xffffff
165		2		177		0		0		0xffffff
166		2		164		0		0		0xffffff
167		2		158		0		0		0xffffff
168		2		169		0		0		0xffffff
169		2		159		0		0		0xffffff
170		2		182		0		0		0xffffff
171		2		183		0		0		0xffffff
172		2		171		0		0		0xffffff
173		2		196		0		0		0xffffff
174		2		168		0		0		0xffffff
175		2		175		0		0		0xffffff
176		2		193		0		0		0xffffff
177		2		183		0		0		0xffffff
178		2		144		0		0		0xffffff
179		2		173		0		0		0xffffff
180		2		179		0		0		0xffffff
181		2		162		0		0		0xffffff
182		2		183		0		0		0xffffff
183		2		194		0		0		0xffffff
184		2		187		0		0		0xffffff
185		2		198		0		0		0xffffff
186		2		191		0		0		0xffffff
187		2		176		0		0		0xffffff
188		2		166		0		0		0xffffff
189		2		156		0		0		0xffffff
190		2		166		0		0		0xffffff
191		2		170		0		0		0xffffff
192		2		144		0		0		0xffffff
193		2		153		0		0		0xffffff
194		2		170		0		0		0xffffff
195		2		175		0		0		0xffffff
196		2		168		0		0		0xffffff
197		2		182		0		0		0xffffff
198		2		192		0		0		0xffffff
199		2		198		0		0		0xffffff
0		3		1		0		0		0xff0000
1		3		1		0		0		0xff0000
2		3		1		0		0		0xff0000
3		3		3		0		0		0xff0000
4		3		2		0		0		0xff0000
5		3		3		0		0		0xff0000
6		3		5		0		0		0xff0000
7		3		5		0		0		0xff0000
8		3		7		0		0		0xff0000
9		3		12		0		0		0xff0000
10		3		13		0		0		0xff0000
11		3		12		0		0		0xff0000
12		3		8		0		0		0xff0000
13		3		13		0		0		0xff0000
14		3		9		0		0		0xff0000
15		3		12		0		0		0xff0000
16		3		13		0		0		0xff0000
17		3		12		0		0		0xff0000
18		3		15		0		0		0xff0000
19		3		18		0		0		0xff0000
20		3		17		0		0		0xff0000
21		3		20		0		0		0xff0000
22		3		21		0		0		0xff0000
23		3		19		0		0		0xff0000
24		3		21		0		0		0xff0000
25		3		18		0		0		0xff0000
26		3		25		0		0		0xff0000
27		3		27		0		0		0xff0000
28		3		29		0		0		0xff0000
29		3		30		0		0		0xff0000
30		3		29		0		0		0xff0000
31		3		29		0		0		0xff0000
32		3		30		0		0		0xff0000
33		3		29		0		0		0xff0000
34		3		35		0		0		0xff0000
35		3		46		0		0		0x802020
36		3		42		0		0		0x802020
37		3		57		0		0		0x802020
38		3		62		0		0		0x802020
39		3		59		0		0		0x802020
40		3		63		0		0		0x802020
41		3		57		0		0		0x802020
42		3		65		0		0		0x802020
43		3		77		0		0		0xffffff
44		3		69		0		0		0x802020
45		3		59		0		0		0x802020
46		3		57		0		0		0x802020
47		3		55		0		0		0x802020
48		3		52		0		0		0x802020
49		3		50		0		0		0x802020
50		3		39		0		0		0xff0000
51		3		42		0		0		0x802020
52		3		38		0		0		0xff0000
53		3		42		0		0		0x802020
54		3		34		0		0		0xff0000
55		3		43		0		0		0x802020
56		3		36		0		0		0xff0000
57		3		32		0		0		0xff0000
58		3		36		0		0		0xff0000
59		3		41		0		0		0x802020
60		3		43		0		0		0x802020
61		3		39		0		0		0xff0000
62		3		49		0		0		0x802020
63		3		62		0		0		0x802020
64		3		62		0		0		0x802020
65		3		65		0		0		0x802020
66		3		47		0		0		0x802020
67		3		52		0		0		0x802020
68		3		61		0		0		0x802020
69		3		48		0		0		0x802020
70		3		57		0		0		0x802020
71		3		50		0		0		0x802020
72		3		65		0		0		0x802020
73		3		76		0		0		0xffffff
74		3		65		0		0		0x802020
75		3		83		0		0		0xffffff
76		3		71		0		0		0xffffff
77		3		83		0		0		0xffffff
78		3		97		0		0		0xffffff
79		3		109		0		0		0xffffff
80		3		94		0		0		0xffffff
81		3		98		0		0		0xffffff
82		3		86		0		0		0xffffff
83		3		119		0		0		0xffffff
84		3		107		0		0		0xffffff
85		3		113		0		0		0xffffff
86		3		79		0		0		0xffffff
87		3		90		0		0		0xffffff
88		3		135		0		0		0xffffff
89		3		116		0		0		0xffffff
90		3		103		0		0		0xffffff
91		3		115		0		0		0xffffff
92		3		120		0		0		0xffffff
93		3		105		0		0		0xffffff
94		3		110		0		0		0xffffff
95		3		92		0		0		0xffffff
96		3		104		0		0		0xffffff
97		3		61		0		0		0x802020
98		3		74		0		0		0xffffff
99		3		98		0		0		0xffffff
100		3		82		0		0		0xffffff
101		3		92		0		0		0xffffff
102		3		111		0		0		0xffffff
103		3		127		0		0		0xffffff
104		3		122		0		0		0xffffff
105		3		136		0		0		0xffffff
106		3		88		0		0		0xffffff
107		3		119		0		0		0xffffff
108		3		152		0		0		0xffffff
109		3		137		0		0		0xffffff
110		3		123		0		0		0xffffff
111		3		93		0		0		0xffffff
112		3		63		0		0		0x802020
113		3		88		0		0		0xffffff
114		3		129		0		0		0xffffff
115		3		120		0		0		0xffffff
116		3		140		0		0		0xffffff
117		3		112		0		0		0xffffff
118		3		104		0		0		0xffffff
119		3		86		0		0		0xffffff
120		3		120		0		0		0xffffff
121		3		133		0		0		0xffffff
122		3		136		0		0		0xffffff
123		3		161		0		0		0xffffff
124		3		166		0		0		0xffffff
125		3		158		0		0		0xffffff
126		3		145		0		0		0xffffff
127		3		134		0		0		0xffffff
128		3		134		0		0		0xffffff
129		3		137		0		0		0xffffff
130		3		133		0		0		0xffffff
131		3		152		0		0		0xffffff
132		3		147		0		0		0xffffff
133		3		135		0		0		0xffffff
134		3		137		0		0		0xffffff
135		3		142		0		0		0xffffff
136		3		118		0		0		0xffffff
137		3		159		0		0		0xffffff
138		3		178		0		0		0xffffff
139		3		168		0		0		0xffffff
140		3		159		0		0		0xffffff
141		3		149		0		0		0xffffff
142		3		139		0		0		0xffffff
143		3		109		0		0		0xffffff
144		3		117		0		0		0xffffff
145		3		140		0		0		0xffffff
146		3		188		0		0		0xffffff
147		3		185		0		0		0xffffff
148		3		193		0		0		0xffffff
149		3		192		0		0		0xffffff
150		3		172		0		0		0xffffff
151		3		162		0		0		0xffffff
152		3		128		0		0		0xffffff
153		3		147		0		0		0xffffff
154		3		124		0		0		0xffffff
155		3		87		0		0		0xffffff
156		3		99		0		0		0xffffff
157		3		122		0		0		0xffffff
158		3		110		0		0		0xffffff
159		3		152		0		0		0xffffff
160		3		145		0		0		0xffffff
161		3		173		0		0		0xffffff
162		3		139		0		0		0xffffff
163		3		169		0		0		0xffffff
164		3		157		0		0		0xffffff
165		3		157		0		0		0xffffff
166		3		173		0		0		0xffffff
167		3		191		0		0		0xffffff
168		3		203		0		0		0xffffff
169		3		199		0		0		0xffffff
170		3		196		0		0		0xffffff
171		3		199		0		0		0xffffff
172		3		168		0		0		0xffffff
173		3		183		0		0		0xffffff
174		3		175		0		0		0xffffff
175		3		170		0		0		0xffffff
176		3		164		0		0		0xffffff
177		3		148		0		0		0xffffff
178		3		157		0		0		0xffffff
179		3		206		0		0		0xffffff
180		3		195		0		0		0xffffff
181		3		191		0		0		0xffffff
182		3		205		0		0		0xffffff
183		3		193		0		0		0xffffff
184		3		175		0		0		0xffffff
185		3		160		0		0		0xffffff
186		3		165		0		0		0xffffff
187		3		176		0		0		0xffffff
188		3		165		0		0		0xffffff
189		3		134		0		0		0xffffff
190		3		142		0		0		0xffffff
191		3		137		0		0		0xffffff
192		3		142		0		0		0xffffff
193		3		144		0		0		0xffffff
194		3		171		0		0		0xffffff
195		3		175		0		0		0xffffff
196		3		157		0		0		0xffffff
197		3		175		0		0		0xffffff
198		3		174		0		0		0xffffff
199		3		197		0		0		0xffffff
0		4		1		0		0		0xff0000
1		4		1		0		0		0xff0000
2		4		1		0		0		0xff0000
3		4		3		0		0		0xff0000
4		4		3		0		0		0xff0000
5		4		2		0		0		0xff0000
6		4		4		0		0		0xff0000
7		4		5		0		0		0xff0000
8		4		3		0		0		0xff0000
9		4		8		0		0		0xff0000
10		4		13		0		0		0xff0000
11		4		12		0		0		0xff0000
12		4		10		0		0		0xff0000
13		4		13		0		0		0xff0000
14		4		10		0		0		0xff0000
15		4		12		0		0		0xff0000
16		4		13		0		0		0xff0000
17		4		11		0		0		0xff0000
18		4		11		0		0		0xff0000
19		4		13		0		0		0xff0000
20		4		16		0		0		0xff0000
21		4		21		0		0		0xff0000
22		4		18		0		0		0xff0000
23		4		19		0		0		0xff0000
24		4		21		0		0		0xff0000
25		4		21		0		0		0xff0000
26		4		23		0		0		0xff0000
27		4		25		0		0		0xff0000
28		4		24		0		0		0xff0000
29		4		25		0		0		0xff0000
30		4		26		0		0		0xff0000
31		4		30		0		0		0xff0000
32		4		32		0		0		0xff0000
33		4		37		0		0		0xff0000
34		4		50		0		0		0x802020
35		4		55		0		0		0x802020
36		4		53		0		0		0x802020
37		4		59		0		0		0x802020
38		4		61		0		0		0x802020
39		4		55		0		0		0x802020
40		4		57		0		0		0x802020
41		4		56		0		0		0x802020
42		4		88		0		0		0xffffff
43		4		73		0		0		0xffffff
44		4		52		0		0		0x802020
45		4		54		0		0		0x802020
46		4		46		0		0		0x802020
47		4		38		0		0		0xff0000
48		4		40		0		0		0x802020
49		4		43		0		0		0x802020
50		4		39		0		0		0xff0000
51		4		40		0		0		0x802020
52		4		35		0		0		0xff0000
53		4		36		0		0		0xff0000
54		4		28		0		0		0xff0000
55		4		41		0		0		0x802020
56		4		33		0		0		0xff0000
57		4		30		0		0		0xff0000
58		4		36		0		0		0xff0000
59		4		38		0		0		0xff0000
60		4		46		0		0		0x802020
61		4		41		0		0		0x802020
62		4		45		0		0		0x802020
63		4		61		0		0		0x802020
64		4		51		0		0		0x802020
65		4		55		0		0		0x802020
66		4		40		0		0		0x802020
67		4		50		0		0		0x802020
68		4		43		0		0		0x802020
69		4		42		0		0		0x802020
70		4		52		0		0		0x802020
71		4		62		0		0		0x802020
72		4		71		0		0		0xffffff
73		4		61		0		0		0x802020
74		4		66		0		0		0x802020
75		4		56		0		0		0x802020
76		4		80		0		0		0xffffff
77		4		82		0		0		0xffffff
78		4		96		0		0		0xffffff
79		4		107		0		0		0xffffff
